"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.x","Input.y","Answer.value","Approve","Reject"
"2I0NMHGYQ4J36DEB5ZDFNOYYKPZM96","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:38 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:38 GMT 2012","","","2ZO1INMHGYQ426QF5Q2FUFFO6E4K7H","A1S5SA89Y5S2IY","Approved","Sat Oct 13 17:38:12 GMT 2012","Sat Oct 13 17:39:01 GMT 2012","Sat Oct 20 10:39:01 PDT 2012","Sat Oct 13 11:09:08 PDT 2012","","","49","100% (43/43)","100% (43/43)","100% (43/43)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","A","8"
"2P0UB2YU98JHBWOGX5RFJJ9IQ7HMAL","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:38 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:38 GMT 2012","","","2CKEIUUU00OQ3ND9C2J802U2EOLTT7","A3RQQWMUZJUWJ1","Rejected","Sat Oct 13 17:22:46 GMT 2012","Sat Oct 13 17:25:51 GMT 2012","Sat Oct 20 10:25:51 PDT 2012","","Sat Oct 13 11:09:04 PDT 2012","You must provide an integer response with no other data, such as ""1"" or ""15"". You cannot provide two different values, a range of values, or leave the field blank.","185","0% (0/1)","0% (0/1)","0% (0/1)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","B","""8"", ""15"""
"2P0UB2YU98JHBWOGX5RFJJ9IQ7HMAL","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:38 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:38 GMT 2012","","","2E66AUBXHWSHQIOE3F2Z4DRL5LXZ3F","A1AS714Z27IV3X","Submitted","Sat Oct 13 18:27:54 GMT 2012","Sat Oct 13 18:28:12 GMT 2012","Sat Oct 20 11:28:12 PDT 2012","","","","18","100% (5/5)","100% (5/5)","100% (5/5)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","B","10"
"2P0UB2YU98JHBWOGX5RFJJ9IQ7HMAL","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:38 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:38 GMT 2012","","","2FD8I9NZW6HEI9RJYAN71869OA7WMZ","A2HM35CWB7IIFM","Approved","Sat Oct 13 17:24:26 GMT 2012","Sat Oct 13 17:24:40 GMT 2012","Sat Oct 20 10:24:40 PDT 2012","Sat Oct 13 11:09:07 PDT 2012","","","14","97% (155/159)","97% (155/159)","97% (155/159)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","B","10"
"2P0UB2YU98JHBWOGX5RFJJ9IQ7HMAL","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:38 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:38 GMT 2012","","","2WGFXRDS4IC1X1GSR36M91A2QBIVYD","A997OZ3H2B3Q2","Approved","Sat Oct 13 17:21:02 GMT 2012","Sat Oct 13 17:21:18 GMT 2012","Sat Oct 20 10:21:18 PDT 2012","Sat Oct 13 11:09:05 PDT 2012","","","16","95% (121/128)","95% (121/128)","95% (121/128)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","B","10"
"2IBHV8ER9Y8T6NLRTCD5SFHS4KL4RH","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2KRHHRRLFQ0O6QYWBLBHW9EGZRSGPG","A997OZ3H2B3Q2","Approved","Sat Oct 13 17:23:17 GMT 2012","Sat Oct 13 17:23:29 GMT 2012","Sat Oct 20 10:23:29 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","12","95% (121/128)","95% (121/128)","95% (121/128)","http://jdadesign.net/turk/palettes-sym/palette-1.png","C","B","1"
"2IBHV8ER9Y8T6NLRTCD5SFHS4KL4RH","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2T9STLB3L0FB2CLT535JZEVED79JV7","A2BA1R9MAHHWJH","Approved","Sat Oct 13 17:07:14 GMT 2012","Sat Oct 13 17:07:34 GMT 2012","Sat Oct 20 10:07:34 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","20","99% (241/243)","99% (241/243)","99% (241/243)","http://jdadesign.net/turk/palettes-sym/palette-1.png","C","B","3"
"2IBHV8ER9Y8T6NLRTCD5SFHS4KL4RH","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2TNCNHMVHVKC2346EMY4R79KYCQ42T","A2HM35CWB7IIFM","Approved","Sat Oct 13 17:11:53 GMT 2012","Sat Oct 13 17:12:04 GMT 2012","Sat Oct 20 10:12:04 PDT 2012","Sat Oct 13 11:09:05 PDT 2012","","","11","97% (155/159)","97% (155/159)","97% (155/159)","http://jdadesign.net/turk/palettes-sym/palette-1.png","C","B","0"
"227HIT3HVWAV3L97H3H2972ZB5ODLC","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","22NQ8H88MQU648RGPW91ZXX4IY5S9I","A2HM35CWB7IIFM","Approved","Sat Oct 13 17:42:42 GMT 2012","Sat Oct 13 17:42:54 GMT 2012","Sat Oct 20 10:42:54 PDT 2012","Sat Oct 13 11:09:05 PDT 2012","","","12","97% (155/159)","97% (155/159)","97% (155/159)","http://jdadesign.net/turk/palettes-sym/palette-11.png","B","A","10"
"227HIT3HVWAV3L97H3H2972ZB5ODLC","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","2EB3NAB6BFMFYR13CDSTRFDGM8VHUA","A2BA1R9MAHHWJH","Approved","Sat Oct 13 16:53:21 GMT 2012","Sat Oct 13 16:53:33 GMT 2012","Sat Oct 20 09:53:33 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","12","99% (241/243)","99% (241/243)","99% (241/243)","http://jdadesign.net/turk/palettes-sym/palette-11.png","B","A","10"
"227HIT3HVWAV3L97H3H2972ZB5ODLC","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","2PB51Y7QEOZFHTV66CKMWFXRL8RDG1","A997OZ3H2B3Q2","Approved","Sat Oct 13 17:46:17 GMT 2012","Sat Oct 13 17:46:30 GMT 2012","Sat Oct 20 10:46:30 PDT 2012","Sat Oct 13 11:09:07 PDT 2012","","","13","95% (121/128)","95% (121/128)","95% (121/128)","http://jdadesign.net/turk/palettes-sym/palette-11.png","B","A","10"
"2FK4E6AUBXHWBKAKFT0VJZWDTHW1XX","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","28O2GTP9RA7SOZP60TPSWF70R21QV5","A2BA1R9MAHHWJH","Approved","Sat Oct 13 17:03:52 GMT 2012","Sat Oct 13 17:04:23 GMT 2012","Sat Oct 20 10:04:23 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","31","99% (241/243)","99% (241/243)","99% (241/243)","http://jdadesign.net/turk/palettes-sym/palette-1.png","D","B","14"
"2FK4E6AUBXHWBKAKFT0VJZWDTHW1XX","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2BANMHGYQ4J36DEB5ZDFNOYYQ9KM9X","A395XJOUXFEQ7Z","Approved","Sat Oct 13 16:48:29 GMT 2012","Sat Oct 13 16:48:45 GMT 2012","Sat Oct 20 09:48:45 PDT 2012","Sat Oct 13 11:09:05 PDT 2012","","","16","56% (19/34)","56% (19/34)","56% (19/34)","http://jdadesign.net/turk/palettes-sym/palette-1.png","D","B","14"
"2FK4E6AUBXHWBKAKFT0VJZWDTHW1XX","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2RJRLFQ0ONNVAK4PB80EORB7E3FSJB","ADYNY1UL2PF58","Approved","Sat Oct 13 17:10:40 GMT 2012","Sat Oct 13 17:11:34 GMT 2012","Sat Oct 20 10:11:34 PDT 2012","Sat Oct 13 11:09:05 PDT 2012","","","54","100% (5/5)","100% (5/5)","100% (5/5)","http://jdadesign.net/turk/palettes-sym/palette-1.png","D","B","15"
"2NA8SV7WGKCCEOO86UU3UHAPS0B1R1","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","2BC274J79KQWP4BSYQLXNCD4DDYGI5","A2BA1R9MAHHWJH","Approved","Sat Oct 13 17:34:56 GMT 2012","Sat Oct 13 17:35:12 GMT 2012","Sat Oct 20 10:35:12 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","16","99% (241/243)","99% (241/243)","99% (241/243)","http://jdadesign.net/turk/palettes-sym/palette-11.png","C","A","8"
"2NA8SV7WGKCCEOO86UU3UHAPS0B1R1","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","2DC4F0OHOVR1NL0PIMC9AHEC4QR435","A2X4F35Z20J3NY","Approved","Sat Oct 13 17:24:44 GMT 2012","Sat Oct 13 17:25:40 GMT 2012","Sat Oct 20 10:25:40 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","56","100% (25/25)","100% (25/25)","100% (25/25)","http://jdadesign.net/turk/palettes-sym/palette-11.png","C","A","8"
"2NA8SV7WGKCCEOO86UU3UHAPS0B1R1","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","2GT8N46UXFCDN80H8DED0NTKQ3ORTS","A47E0Z3LTH37V","Approved","Sat Oct 13 17:24:41 GMT 2012","Sat Oct 13 17:25:01 GMT 2012","Sat Oct 20 10:25:01 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","20","96% (69/72)","96% (69/72)","96% (69/72)","http://jdadesign.net/turk/palettes-sym/palette-11.png","C","A","7"
"2CYULF395SW66J4KMNEYVJBYHXDDR2","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","27MYT3DHJHP4UGGPAOP8ZSX95J5U1U","A2VM7CXPB0M1JO","Submitted","Sat Oct 13 18:31:50 GMT 2012","Sat Oct 13 18:40:16 GMT 2012","Sat Oct 20 11:40:16 PDT 2012","","","","506","100% (1/1)","100% (1/1)","100% (1/1)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","B","6"
"2CYULF395SW66J4KMNEYVJBYHXDDR2","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2CTO3W5XH0JP8VL7EI5PTSP7D05JD8","A2BA1R9MAHHWJH","Approved","Sat Oct 13 17:05:07 GMT 2012","Sat Oct 13 17:05:23 GMT 2012","Sat Oct 20 10:05:23 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","16","99% (241/243)","99% (241/243)","99% (241/243)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","B","4"
"2CYULF395SW66J4KMNEYVJBYHXDDR2","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2N9DM25L8I9NIZ9M8JXOM4QWF9XHRC","A1AS714Z27IV3X","Submitted","Sat Oct 13 18:30:42 GMT 2012","Sat Oct 13 18:31:24 GMT 2012","Sat Oct 20 11:31:24 PDT 2012","","","","42","100% (5/5)","100% (5/5)","100% (5/5)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","B","2"
"2CYULF395SW66J4KMNEYVJBYHXDDR2","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2TUD21O3W5XHJMSUM2TK6EPL05TAGV","AB5C1BRQTC19Q","Rejected","Sat Oct 13 17:29:19 GMT 2012","Sat Oct 13 17:29:38 GMT 2012","Sat Oct 20 10:29:38 PDT 2012","","Sat Oct 13 11:09:06 PDT 2012","The value you provided is too far away from the expected value. Please read the instructions carefully to understand how to read the heatmap before entering data.","19","95% (19/20)","95% (19/20)","95% (19/20)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","B","9"
"2CYULF395SW66J4KMNEYVJBYHXDDR2","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2TX1Y7QEOZFY9V4HMDDONXRD0K0HES","A395XJOUXFEQ7Z","Rejected","Sat Oct 13 16:45:32 GMT 2012","Sat Oct 13 16:50:02 GMT 2012","Sat Oct 20 09:50:02 PDT 2012","","Sat Oct 13 11:09:08 PDT 2012","The value you provided is too far away from the expected value. Please read the instructions carefully to understand how to read the heatmap before entering data.","270","56% (19/34)","56% (19/34)","56% (19/34)","http://jdadesign.net/turk/palettes-sym/palette-1.png","E","B","14"
"2QC8P9Y38TWWGL6XOI9M8JTAIJ4ZIJ","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","24PFCD45XCET6GVSN49NBTGPCGUXZ9","A47E0Z3LTH37V","Approved","Sat Oct 13 17:17:58 GMT 2012","Sat Oct 13 17:18:41 GMT 2012","Sat Oct 20 10:18:41 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","43","96% (69/72)","96% (69/72)","96% (69/72)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","C","7"
"2QC8P9Y38TWWGL6XOI9M8JTAIJ4ZIJ","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","28F5F3Q0JG5THPQHQI24HF9S083HD3","APLQSM4J9E6LR","Approved","Sat Oct 13 17:41:14 GMT 2012","Sat Oct 13 17:41:52 GMT 2012","Sat Oct 20 10:41:52 PDT 2012","Sat Oct 13 11:09:06 PDT 2012","","","38","100% (60/60)","100% (60/60)","100% (60/60)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","C","4"
"2QC8P9Y38TWWGL6XOI9M8JTAIJ4ZIJ","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:39 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:39 GMT 2012","","","2CWSMEZZ2MIK5QCZ290YB8TW4D4M59","A2BA1R9MAHHWJH","Approved","Sat Oct 13 17:36:07 GMT 2012","Sat Oct 13 17:36:21 GMT 2012","Sat Oct 20 10:36:21 PDT 2012","Sat Oct 13 11:09:08 PDT 2012","","","14","99% (241/243)","99% (241/243)","99% (241/243)","http://jdadesign.net/turk/palettes-sym/palette-1.png","A","C","6"
"2TK6DG67D1X3E3IPUWFKAJE1O3O9GM","22X2J1LY58B7LAP5C06KPD16YF16RV","Read a number off a graph","Look at a graph and read back the value of a number from the graph","graph, color","$0.02","Sat Oct 13 16:41:33 GMT 2012","3","BatchId:933667;","600","604800","Sun Oct 14 16:41:33 GMT 2012","","","2GT8N46UXFCDN80H8DED0NTKQ3PTRV","APLQSM4J9E6LR","Approved","Sat Oct 13 17:36:01 GMT 2012","Sat Oct 13 17:36:45 GMT 2012","Sat Oct 20 10:36:45 PDT 2012","Sat Oct 13 11:09:07 PDT 2012","","","44","100% (60/60)","100% (60/60)","100% (60/60)","http://jdadesign.net/turk/palettes-sym/palette-11.png","D","A","12"
